phase,lon,lat,VwIND
Early,-170,-82.5,-0.058788483663713545
Early,-170,-80,-0.1259769754567211
Early,-170,-77.5,0.028607984317843428
Early,-170,-75,0.2589702546722779
Early,-170,-72.5,0.36108977373423584
Early,-170,-70,0.30804970006065485
Early,-170,-67.5,0.2201784567856593
Early,-170,-65,0.19133277430630402
Early,-170,-62.5,0.1924928761230657
Early,-170,-60,0.17485190977781614
Early,-170,-57.5,0.14883055329847228
Early,-170,-55,0.1271508110572195
Early,-170,-52.5,0.06451367667722369
Early,-170,-50,-0.057252060649768344
Early,-170,-47.5,-0.1686032502345899
Early,-170,-45,-0.18576909206819783
Early,-170,-42.5,-0.12767234174756192
Early,-170,-40,-0.10528711117131583
Early,-170,-37.5,-0.17705637563450896
Early,-170,-35,-0.2986041201470961
Early,-170,-32.5,-0.385091504862756
Early,-170,-30,-0.4104544907776742
Early,-170,-27.5,-0.3684991109882452
Early,-170,-25,-0.24598225566757895
Early,-170,-22.5,-0.0531459470853056
Early,-170,-20,0.13405569437513737
Early,-170,-17.5,0.2217753600521558
Early,-170,-15,0.19319293120690856
Early,-170,-12.5,0.1318631398817779
Early,-170,-10,0.12295753896229154
Early,-170,-7.5,0.1782680944828562
Early,-170,-5,0.24543485403437232
Early,-170,-2.5,0.27147615500011696
Early,-170,0,0.23795731737792186
Early,-170,2.5,0.15075131637204137
Early,-170,5,0.03479060787752503
Early,-170,7.5,-0.07592136323882906
Early,-170,10,-0.14777365333086603
Early,-170,12.5,-0.15427734291640396
Early,-170,15,-0.10158131158077684
Early,-170,17.5,-0.028827115541100068
Early,-170,20,0.013786868595531507
Early,-170,22.5,0.005904609250040302
Early,-170,25,-0.027231247132397496
Early,-170,27.5,-0.06750260617248961
Early,-170,30,-0.13071036909900813
Early,-170,32.5,-0.23289885288711998
Early,-170,35,-0.3449505639926655
Early,-170,37.5,-0.4101399184674816
Early,-170,40,-0.42880269959253503
Early,-170,42.5,-0.45450666425915304
Early,-170,45,-0.4983151215200763
Early,-170,47.5,-0.4944779261105729
Early,-170,50,-0.38597295264772064
Early,-170,52.5,-0.2322111352530435
Early,-170,55,-0.13949444146457202
Early,-170,57.5,-0.13624282463137194
Early,-170,60,-0.15363154407037044
Early,-170,62.5,-0.14038437670028198
Early,-170,65,-0.11866716714551001
Early,-170,67.5,-0.11749242954407699
Early,-170,70,-0.10588263652704177
Early,-170,72.5,-0.043718315992545345
Early,-170,75,0.026020746690883768
Early,-170,77.5,0.027272437142578577
Early,-170,80,-0.05813760709209276
Early,-170,82.5,-0.15294826618875462
Early,-170,85,-0.16872524012572074
Early,-170,87.5,-0.06853695778229063
Early,-170,90,0.1079740664797955
Early,-167.5,-90,0.11208110938130171
Early,-167.5,-87.5,0.21678811412961588
Early,-167.5,-85,0.1262715294355085
Early,-167.5,-82.5,-0.036205200662235426
Early,-167.5,-80,-0.06337442737578883
Early,-167.5,-77.5,0.09410576696629307
Early,-167.5,-75,0.28016313879761273
Early,-167.5,-72.5,0.3304594320884967
Early,-167.5,-70,0.24607324157673652
Early,-167.5,-67.5,0.1509677736710001
Early,-167.5,-65,0.10900165319392993
Early,-167.5,-62.5,0.08536645524711195
Early,-167.5,-60,0.05018355716642554
Early,-167.5,-57.5,0.029661100125829253
Early,-167.5,-55,0.03345591411018752
Early,-167.5,-52.5,0.00457314571890712
Early,-167.5,-50,-0.08268113459625846
Early,-167.5,-47.5,-0.15513699590897678
Early,-167.5,-45,-0.13434650707260426
Early,-167.5,-42.5,-0.05640275146017136
Early,-167.5,-40,-0.04814454270690031
Early,-167.5,-37.5,-0.16443079837727467
Early,-167.5,-35,-0.3282389887778465
Early,-167.5,-32.5,-0.4289968073686827
Early,-167.5,-30,-0.43593647318278284
Early,-167.5,-27.5,-0.3651496626200491
Early,-167.5,-25,-0.21995714300230512
Early,-167.5,-22.5,-0.01627250862275969
Early,-167.5,-20,0.16759645939379453
Early,-167.5,-17.5,0.2284196830318393
Early,-167.5,-15,0.1621178006151073
Early,-167.5,-12.5,0.07757249123262917
Early,-167.5,-10,0.08030100137491773
Early,-167.5,-7.5,0.16161114984252295
Early,-167.5,-5,0.226153676750575
Early,-167.5,-2.5,0.2124274670319562
Early,-167.5,0,0.14948003569460672
Early,-167.5,2.5,0.08961936067891749
Early,-167.5,5,0.04556389516860979
Early,-167.5,7.5,-0.006608242511788559
