phase,lon,lat,VwIND
Early,-170,-35,0.36520714856889447
Early,-170,-32.5,0.45745286899986765
Early,-170,-30,0.532078890382973
Early,-170,-27.5,0.5619769955524663
Early,-170,-25,0.5103030216196723
Early,-170,-22.5,0.37988880100017214
Early,-170,-20,0.22610776176697675
Early,-170,-17.5,0.10506572262717215
Early,-170,-15,0.022334850389150857
Early,-170,-12.5,-0.03880688228522858
Early,-170,-10,-0.08824379606973178
Early,-170,-7.5,-0.12744991822458604
Early,-170,-5,-0.1678418650070128
Early,-170,-2.5,-0.22048185773873186
Early,-170,0,-0.25887635401042663
Early,-170,2.5,-0.24655654252243617
Early,-170,5,-0.18666984254857674
Early,-170,7.5,-0.12923451368338323
Early,-170,10,-0.11147063192296934
Early,-170,12.5,-0.11455416987914656
Early,-170,15,-0.09097663704894113
Early,-170,17.5,-0.016586883073174265
Early,-170,20,0.08475969475581831
Early,-170,22.5,0.1787782192716836
Early,-170,25,0.24317560082305123
Early,-170,27.5,0.2698967954928914
Early,-170,30,0.2451999079858763
Early,-170,32.5,0.158327874751222
Early,-170,35,0.012679750733171846
Early,-170,37.5,-0.1677289242910111
Early,-170,40,-0.32936645352618404
Early,-170,42.5,-0.39980412765041085
Early,-170,45,-0.3401526639775598
Early,-170,47.5,-0.18543787701028566
Early,-170,50,-0.020556169895461527
Early,-170,52.5,0.10247992909633359
Early,-170,55,0.186793883638031
Early,-170,57.5,0.229908723302702
Early,-170,60,0.19503640979878548
Early,-170,62.5,0.07849077069833853
Early,-170,65,-0.04840760092490304
Early,-170,67.5,-0.10252253051315821
Early,-170,70,-0.09071580985285072
Early,-170,72.5,-0.07695490832971155
Early,-170,75,-0.06395731020504994
Early,-170,77.5,0.011188957255019373
Early,-170,80,0.16414425160947727
Early,-170,82.5,0.29425402486092966
Early,-170,85,0.2880194579449225
Early,-170,87.5,0.1266567271442029
Early,-170,90,-0.09332927995952597
Early,-167.5,-90,-0.003975782944307398
Early,-167.5,-87.5,-0.17688312887787444
Early,-167.5,-85,-0.34225674067829515
Early,-167.5,-82.5,-0.3960477033111754
Early,-167.5,-80,-0.3019782513061839
Early,-167.5,-77.5,-0.08703689080387207
Early,-167.5,-75,0.18296365113488908
Early,-167.5,-72.5,0.4164234622621249
Early,-167.5,-70,0.534398654985726
Early,-167.5,-67.5,0.5227536962896059
Early,-167.5,-65,0.4427026726778415
Early,-167.5,-62.5,0.3615344293713404
Early,-167.5,-60,0.28108251328408623
Early,-167.5,-57.5,0.1759042907860766
Early,-167.5,-55,0.055274004936214476
Early,-167.5,-52.5,-0.026545226113354907
Early,-167.5,-50,-0.040044517207556
Early,-167.5,-47.5,-0.01197042411382443
Early,-167.5,-45,0.03346158165604125
Early,-167.5,-42.5,0.10740567066579691
Early,-167.5,-40,0.23472848601237226
Early,-167.5,-37.5,0.3958502786654523
Early,-167.5,-35,0.5359862723281682
Early,-167.5,-32.5,0.6191941852152595
Early,-167.5,-30,0.6470439624416772
Early,-167.5,-27.5,0.6207949774017987
