phase,lon,lat,mean_anomaly
Early,-162.5,-47.5,-1.275455229716897
Early,-162.5,-45,-1.4448449820794451
Early,-162.5,-42.5,-1.32743964646462
Early,-162.5,-40,-1.1549699413494523
Early,-162.5,-37.5,-0.937717636037496
Early,-162.5,-35,-0.6741639947869033
Early,-162.5,-32.5,-0.3620739410227657
Early,-162.5,-30,-0.0691812642562013
Early,-162.5,-27.5,0.18932627077259667
Early,-162.5,-25,0.4233761078527209
Early,-162.5,-22.5,0.5586099299438672
Early,-162.5,-20,0.5644001873579725
Early,-162.5,-17.5,0.4661441511889223
Early,-162.5,-15,0.36804453404940884
Early,-162.5,-12.5,0.2918073558169624
Early,-162.5,-10,0.2067812072326774
Early,-162.5,-7.5,0.14963701531436868
Early,-162.5,-5,0.10416414141445784
Early,-162.5,-2.5,0.06553853861050243
Early,-162.5,0,0.04687038937681791
Early,-162.5,2.5,0.0399719778434644
Early,-162.5,5,0.025456826327865657
Early,-162.5,7.5,0.01871436950116845
Early,-162.5,10,0.038845804823358775
Early,-162.5,12.5,0.10973009123402448
Early,-162.5,15,0.24935439068109416
Early,-162.5,17.5,0.35773538612012884
Early,-162.5,20,0.4507155669604003
Early,-162.5,22.5,0.6193671228408334
Early,-162.5,25,0.7815293173665907
Early,-162.5,27.5,0.9012484359717803
Early,-162.5,30,1.021258317041196
Early,-162.5,32.5,1.1297256435316683
Early,-162.5,35,1.1444160883011363
Early,-162.5,37.5,1.0538157054417354
Early,-162.5,40,0.903578339850435
Early,-162.5,42.5,0.7230972466609729
Early,-162.5,45,0.4783257249908786
Early,-162.5,47.5,0.15135080645140989
Early,-162.5,50,-0.20533207885262642
Early,-162.5,52.5,-0.5620754154452413
Early,-162.5,55,-0.8241881068748057
Early,-162.5,57.5,-0.7946204626920007
Early,-162.5,60,-0.582277565982946
Early,-162.5,62.5,-0.410077533399857
Early,-162.5,65,-0.26765390192251176
Early,-162.5,67.5,-0.06568422938935896
Early,-162.5,70,0.1217497800582521
Early,-162.5,72.5,0.09168808243625222
Early,-162.5,75,-0.17681565656599788
Early,-162.5,77.5,-0.5616532339526316
Early,-162.5,80,-0.7564173427821516
Early,-162.5,82.5,-0.7724869664389871
Early,-162.5,85,-0.8118491039424839
Early,-162.5,87.5,-0.8998080156396895
Early,-162.5,90,-0.983428958944188
Early,-160,-90,0.25773983382282495
Early,-160,-87.5,0.1553649804501845
Early,-160,-85,-0.6285441511891576
Early,-160,-82.5,-0.3648871130661064
Early,-160,-80,-0.4751257983056519
Early,-160,-77.5,-0.6177003910068777
Early,-160,-75,-0.3802208211143693
Early,-160,-72.5,0.061129064841975375
Early,-160,-70,0.4912557836428448
Early,-160,-67.5,0.7795945584880485
Early,-160,-65,0.8546820625611588
